Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude
240000,280,44,2,2,1,1,1,0,0,0,Belém/São Paulo,sale,apartment,-23.535721,-46.595133
339000,0,78,1,1,0,1,1,0,0,1,Belém/São Paulo,sale,apartment,-23.577531,-46.627773
375000,0,72,2,2,1,1,0,0,0,0,Belém/São Paulo,sale,apartment,-23.534045,-46.600718
690000,600,85,2,2,1,2,1,0,0,0,Belém/São Paulo,sale,apartment,-23.544955,-46.589996
450000,550,65,2,2,1,1,0,0,1,0,Belém/São Paulo,sale,apartment,-23.547083,-46.591199
833000,560,119,3,4,3,3,1,0,1,0,Belém/São Paulo,sale,apartment,-23.546078,-46.588479
680000,0,95,3,2,1,2,0,0,0,0,Belém/São Paulo,sale,apartment,-23.528901,-46.602312
438100,0,65,3,2,1,1,0,0,0,0,Belém/São Paulo,sale,apartment,-23.535721,-46.595133
490000,0,80,2,2,1,2,0,0,0,0,Belém/São Paulo,sale,apartment,-23.539429,-46.593497
493000,600,77,2,2,1,1,1,0,1,0,Belém/São Paulo,sale,apartment,-23.541584,-46.586872
358000,480,59,3,2,1,1,0,0,1,0,Belém/São Paulo,sale,apartment,-23.542265,-46.598087
448000,300,59,2,2,1,1,0,0,1,0,Belém/São Paulo,sale,apartment,-23.537847,-46.587896
295000,373,54,2,2,1,1,1,0,0,0,Belém/São Paulo,sale,apartment,-23.536768,-46.593884
220000,3,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.497409,-46.507369
215000,500,40,1,2,1,1,1,0,1,0,Cangaíba/São Paulo,sale,apartment,-23.510817,-46.535738
310000,500,78,3,2,1,1,1,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.509447,-46.530638
250000,0,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.506589,-46.524703
360000,580,70,3,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508423,-46.530246
260000,418,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778
169000,250,41,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.498578,-46.51998
265000,430,56,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778
350000,0,70,3,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.520376,-46.52992
330000,550,72,3,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508423,-46.530246
220000,345,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.497509,-46.51173
149900,0,33,1,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.510317,-46.523647
159000,100,30,1,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.507295,-46.5195
340000,0,56,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.505049,-46.527093
220000,300,48,2,2,1,1,0,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.502336,-46.523243
300000,503,66,3,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.510335,-46.52721
270000,0,62,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508423,-46.530246
242000,418,50,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778
265000,350,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.509447,-46.530638
244000,227,47,2,2,1,1,0,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865
265000,350,54,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778
265000,300,90,2,2,1,1,0,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.502336,-46.523243
199900,120,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.52835,-46.535176
230000,0,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865
245000,0,48,2,2,1,1,0,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.502336,-46.523243
220000,227,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865
300000,480,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.505049,-46.527093
470000,520,66,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.532518,-46.569268
245000,0,49,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778
225000,227,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865
685900,580,96,3,3,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
485000,400,68,2,2,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
849100,780,90,3,2,1,3,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550353,-46.541792
278000,310,50,2,2,1,1,0,0,1,0,Carrão/São Paulo,sale,apartment,-23.556242,-46.522233
830000,0,98,3,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.552012,-46.537754
418000,620,70,3,2,1,2,1,1,1,0,Carrão/São Paulo,sale,apartment,-23.557658,-46.539919
825000,750,115,3,4,3,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
670000,800,103,3,4,3,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.552954,-46.538263
950000,0,223,3,4,3,4,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.55324,-46.535275
1400000,1749,152,3,4,3,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.55391,-46.539049
485600,400,68,2,2,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
385000,650,60,2,2,1,1,0,0,1,0,Carrão/São Paulo,sale,apartment,-23.554116,-46.533314
678900,1000,119,3,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384
698500,1000,103,3,3,1,2,0,0,0,0,Carrão/São Paulo,sale,apartment,0.0,0.0
700000,1000,150,4,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384
370000,520,64,2,2,1,1,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.554469,-46.545331
228000,250,45,2,2,1,1,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.584171,-46.492071
585000,605,80,3,2,1,2,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.55404,-46.545111
828900,750,115,3,4,3,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
653000,1000,103,4,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384
685000,580,96,3,3,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
480000,400,68,2,2,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
260000,700,46,2,2,1,1,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.548712,-46.529097
750000,750,101,3,4,3,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.553433,-46.539787
653000,1000,103,3,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384
687000,580,96,3,3,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478
385000,0,60,2,2,1,1,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.556694,-46.544921
679500,1000,119,4,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384
415000,450,68,3,2,1,2,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.557658,-46.539919
162000,180,41,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.560307,-46.484367
164000,0,42,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.560398,-46.484805
230000,400,51,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.563018,-46.478423
202000,400,47,2,2,1,1,1,1,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378
233000,500,54,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.564777,-46.47678
189000,0,49,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.560869,-46.481524
200000,290,45,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378
162000,190,43,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.55686,-46.476183
150000,200,47,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562208,-46.479379
210000,350,51,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378
169000,0,40,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.556468,-46.513816
229000,480,52,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.564777,-46.47678
250000,0,50,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562052,-46.476259
209000,280,50,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.563544,-46.479948
210000,300,48,2,2,1,1,0,1,0,0,Cidade Líder/São Paulo,sale,apartment,-23.569221,-46.479225
235000,100,46,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.556911,-46.486601
198000,225,45,2,2,1,1,0,1,0,0,Cidade Líder/São Paulo,sale,apartment,-23.564088,-46.477392
270000,415,48,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562975,-46.479401
215000,400,48,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.563355,-46.479143
240000,470,55,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.560956,-46.481073
229000,300,57,2,2,1,1,0,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.564157,-46.476242
250000,0,44,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.568792,-46.480449
210000,270,67,3,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.564088,-46.477392
250000,470,58,2,2,1,1,1,1,1,0,Cidade Líder/São Paulo,sale,apartment,-23.565365,-46.477167
186000,0,47,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562605,-46.478945
225000,395,47,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562596,-46.478924
165000,340,49,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378
122000,0,56,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.602312,-46.404238
120000,0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.596136,-46.396203
125000,255,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.594459,-46.406359
70000,0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.593677,-46.398922
72000,0,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592982,-46.406661
65000,110,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.590323,-46.399616
110000,140,52,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592172,-46.394421
85000,0,40,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.600123,-46.396429
110000,100,40,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.594129,-46.394287
84000,0,49,2,2,1,1,0,1,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.590926,-46.394633
137900,130,57,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.601704,-46.402368
120000,90,51,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592184,-46.394469
120000,0,45,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.599816,-46.402395
110000,0,42,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592822,-46.393683
115000,70,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.589267,-46.398786
80000,100,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.605202,-46.402601
110000,0,42,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.598375,-46.399455
110000,0,42,1,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.593916,-46.39326
110000,150,40,1,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.597965,-46.398515
140000,85,47,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.608491,-46.398886
95000,110,47,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.600123,-46.396429
77000,0,60,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.590369,-46.400488
150000,0,42,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.601677,-46.398766
85000,140,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.582624,-46.421167
164000,86,46,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.608491,-46.398886
120000,240,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.569424,-46.419771
140000,70,47,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.60452,-46.399058
90000,40,45,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.601677,-46.398766
182900,160,41,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.487007,-46.470746
169900,0,41,2,1,0,1,1,0,0,1,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493761,-46.505629
255000,300,57,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.497409,-46.507369
238600,350,48,2,2,1,1,1,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493732,-46.477421
220000,352,44,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493724,-46.47017
205000,220,50,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.483649,-46.490709
260000,0,72,3,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.502494,-46.476288
169900,0,41,2,1,0,1,1,0,0,1,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493761,-46.505629
350000,270,65,2,2,1,1,1,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.50547,-46.470505
320000,470,66,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503536,-46.480042
270000,0,50,2,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.501332,-46.472309
350000,500,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503964,-46.487872
290000,520,55,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503028,-46.474118
183017,0,40,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.487007,-46.470746
250000,380,48,2,2,1,1,1,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.489856,-46.498724
259000,0,63,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.488885,-46.468045
280000,508,63,3,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.489866,-46.498882
360000,560,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503964,-46.487872
199000,350,48,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493724,-46.47017
245000,519,55,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503028,-46.474118
270000,500,63,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.501031,-46.474652
270000,0,65,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.495089,-46.480883
280000,350,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503012,-46.474719
220000,200,47,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.483649,-46.490709
195000,300,55,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493932,-46.507315
255000,0,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.501059,-46.475491
250000,350,50,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.502494,-46.476288
490000,624,130,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.488042,-46.619123
1250000,0,146,4,3,2,4,1,0,1,0,Guaianazes/São Paulo,sale,apartment,-23.498178,-46.619606
190000,0,43,1,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563591,-46.403328
150000,100,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563787,-46.405495
128000,100,56,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562851,-46.406731
130000,0,52,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562855,-46.40645
135000,120,52,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.569721,-46.397893
165000,250,53,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564197,-46.409415
135000,150,56,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564266,-46.404911
400000,560,50,2,2,1,1,1,0,1,0,Guaianazes/São Paulo,sale,apartment,-23.493276,-46.617289
95000,100,49,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.581213,-46.389767
169000,70,58,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564266,-46.404911
143100,110,58,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562851,-46.406731
144900,0,49,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.560754,-46.404476
153000,160,48,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564197,-46.409415
140000,200,60,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.569057,-46.399085
185000,150,42,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.56785,-46.402733
450000,1093,70,2,2,1,2,1,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.493707,-46.612494
169000,70,58,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.56609,-46.4029
120000,100,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562646,-46.407854
130000,250,48,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.57486,-46.392836
144900,120,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563354,-46.406927
190000,280,45,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564376,-46.407187
135000,0,43,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.57486,-46.392836
99842,0,38,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563591,-46.403328
135000,110,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562855,-46.40645
158000,0,38,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563591,-46.403328
144900,100,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563354,-46.406927
7080000,0,275,4,5,4,5,0,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
1100000,1200,131,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216
1060000,1153,137,3,3,1,1,1,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216
10000000,0,343,4,7,4,5,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676
1100000,950,130,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
1200000,1230,120,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.582532,-46.683292
790000,800,92,2,2,1,1,1,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216
7765616,0,279,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676
9979947,0,343,4,6,4,5,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676
6750000,0,275,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676
3850000,0,200,2,4,2,3,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
7500000,0,275,4,5,4,4,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.596469,-46.680587
850000,0,108,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
1105000,890,45,1,2,1,1,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
900000,450,90,2,3,1,1,0,1,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312
4900000,0,201,4,5,4,3,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.58783,-46.68341
4900000,0,201,3,5,3,3,0,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585269,-46.681625
600000,1050,78,2,2,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.583814,-46.683
1100000,930,110,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216
120000,250,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479503,-46.379366
165000,250,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479503,-46.379366
240000,270,47,2,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,sale,apartment,-23.489486,-46.384209
170000,0,41,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.517475,-46.388122
120000,250,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479503,-46.379366
130000,250,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479503,-46.379366
150000,250,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479503,-46.379366
190000,260,48,3,2,1,1,0,1,1,0,Itaim Paulista/São Paulo,sale,apartment,-23.517399,-46.388845
190000,260,52,3,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.517399,-46.388845
160000,200,44,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479068,-46.379247
185000,280,59,2,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,sale,apartment,-23.517399,-46.388845
189000,270,47,2,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,sale,apartment,-23.489486,-46.384209
85000,52,49,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.506138,-46.372909
151000,65,52,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.514961,-46.382468
135000,200,48,2,2,1,1,0,1,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.502469,-46.397416
800000,110,90,3,3,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.498213,-46.396454
220000,0,43,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.501052,-46.391525
168000,189,46,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.483159,-46.378916
170000,0,41,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.517475,-46.388122
190000,0,46,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.502469,-46.397416
160000,0,48,2,2,1,1,0,1,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.504728,-46.397973
140000,71,45,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.518376,-46.390732
180000,280,46,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.502469,-46.397416
210000,320,56,3,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,sale,apartment,-23.523357,-46.38445
290000,0,68,3,2,1,1,1,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.505174,-46.398019
180000,0,47,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.500719,-46.395185
210000,0,57,3,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.512489,-46.393822
150000,300,52,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479858,-46.381167
169900,260,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.534905,-46.451723
235000,429,48,2,2,1,1,0,0,0,0,Itaquera/São Paulo,sale,apartment,-23.550743,-46.460646
185000,0,50,2,2,1,1,1,0,0,0,Itaquera/São Paulo,sale,apartment,-23.550354,-46.453519
175000,180,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.559744,-46.446929
174900,180,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.534892,-46.451745
179900,180,42,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.53495,-46.451731
174900,0,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.534892,-46.451745
174000,0,40,2,2,1,1,1,0,0,0,Itaquera/São Paulo,sale,apartment,-23.548826,-46.456244
290000,570,70,3,2,1,1,0,0,1,0,Itaquera/São Paulo,sale,apartment,-23.528637,-46.454132
241000,250,51,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.547501,-46.456513
149900,0,41,2,2,1,1,1,0,0,0,Itaquera/São Paulo,sale,apartment,-23.550176,-46.453823
169900,0,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.534892,-46.451745
174000,0,40,2,2,1,1,1,0,0,0,Itaquera/São Paulo,sale,apartment,-23.548826,-46.456244
174900,0,41,2,2,1,1,1,0,0,0,Itaquera/São Paulo,sale,apartment,-23.553493,-46.458531
159900,0,38,2,2,1,1,0,0,0,0,Itaquera/São Paulo,sale,apartment,-23.543508,-46.453339
220000,300,55,2,2,1,1,0,0,0,0,Itaquera/São Paulo,sale,apartment,-23.531883,-46.461437
233000,298,55,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.529568,-46.456204
169000,200,39,2,2,1,1,1,0,0,0,Itaquera/São Paulo,sale,apartment,-23.544306,-46.445509
179900,0,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,sale,apartment,-23.534892,-46.451745
